,id,course,enroll
444008,U_2295118,C_course-v1:TsinghuaX+34100325_X+sp,2017-01-28 18:06:00
444024,U_6333184,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-02-08 09:47:00
444104,U_6299477,C_course-v1:MITx+15_390_2x+sp,2017-02-23 14:18:00
444110,U_2731684,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-23 17:41:00
444120,U_6985233,C_course-v1:TsinghuaX+30240243X+sp,2017-05-04 17:01:00
444121,U_6985233,C_course-v1:NJU+C1026+2016_T2,2017-05-04 13:46:00
444142,U_2437113,C_course-v1:TsinghuaX+20120143X+sp,2017-01-17 12:54:00
444207,U_268481,C_course-v1:UST+UST001+sp,2017-04-11 19:59:00
444208,U_268481,C_course-v1:TsinghuaX+THESIS2015X+2015_T1,2017-04-10 23:11:00
444210,U_268481,C_course-v1:TsinghuaX+30320174X+sp,2017-05-10 13:33:00
444215,U_2927584,C_course-v1:TsinghuaX+00040132X+sp,2017-03-07 15:32:00
444237,U_26423,C_course-v1:TsinghuaX+30240184+sp,2017-02-23 22:48:00
444238,U_26423,C_course-v1:TsinghuaX+64100033X+SP,2017-02-04 00:21:00
444239,U_26423,C_course-v1:TsinghuaX+60240202X+sp,2017-02-04 00:19:00
444265,U_6651430,C_course-v1:TsinghuaX+00680082X+sp,2017-02-09 11:01:00
444266,U_6651430,C_course-v1:MITx+15_390_2x+sp,2017-03-24 20:53:00
444267,U_6651430,C_course-v1:TsinghuaX+00040132X+sp,2017-02-09 10:58:00
444268,U_6651430,C_course-v1:TsinghuaX+00310222X+sp,2017-02-09 10:54:00
444269,U_6651430,C_course-v1:AdelaideX+Wine101x+sp,2017-02-09 10:51:00
444270,U_6651430,C_course-v1:BIT+PHY1701702+sp,2017-02-09 10:54:00
444275,U_3218026,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-01-14 17:00:00
444281,U_6372537,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-01-13 14:39:00
444319,U_196941,C_course-v1:TsinghuaX+30240184_2X+sp,2017-02-22 19:26:00
444320,U_196941,C_course-v1:TsinghuaX+30240184+sp,2017-02-22 19:26:00
444338,U_88281,C_course-v1:NJU+C1026+2016_T2,2017-03-17 20:29:00
444345,U_6698221,C_course-v1:TsinghuaX+80590952X+sp,2017-03-03 09:48:00
444346,U_6698221,C_course-v1:TsinghuaX+00680082X+sp,2017-03-09 14:00:00
444347,U_6945484,C_course-v1:TsinghuaX+30240184+sp,2017-04-16 00:11:00
444348,U_6945484,C_course-v1:MITx+6_00_1x+sp,2017-04-16 00:08:00
444350,U_6945484,C_course-v1:TsinghuaX+00740113_1X+sp,2017-04-16 00:12:00
444383,U_6769795,C_course-v1:TsinghuaX+60240013X+sp,2017-03-04 23:47:00
444391,U_6610667,C_course-v1:TsinghuaX+30240184+sp,2017-01-26 01:44:00
444440,U_7015487,C_course-v1:MITx+6_00_1x+sp,2017-05-07 10:40:00
444457,U_6743816,C_course-v1:TsinghuaX+00310222X+sp,2017-04-18 17:08:00
444458,U_6743816,C_course-v1:TsinghuaX+30240243X+sp,2017-05-14 12:44:00
444459,U_6743816,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-03-15 12:45:00
444471,U_2718394,C_course-v1:TsinghuaX+00040132X+sp,2017-06-01 15:44:00
444476,U_6625162,C_course-v1:TsinghuaX+20430064X+sp,2017-02-25 21:26:00
444477,U_6625162,C_course-v1:TsinghuaX+20250103X+sp,2017-06-06 22:55:00
444478,U_6625162,C_course-v1:BIT+PHY1701702+sp,2017-01-31 21:11:00
444481,U_1091003,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-05-06 15:16:00
444487,U_1091003,C_course-v1:TsinghuaX+34100325_X+sp,2017-05-07 18:04:00
444506,U_6894184,C_course-v1:TsinghuaX+70150023X+sp,2017-03-30 08:25:00
444507,U_6894184,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-30 08:29:00
444511,U_1075904,C_course-v1:NJU+C1026+2016_T2,2017-03-09 20:45:00
444512,U_1075904,C_course-v1:TsinghuaX+00740123_X+sp,2017-01-18 23:54:00
444596,U_507217,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-02-21 18:14:00
444650,U_2833805,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-06 20:01:00
444653,U_2833805,C_course-v1:TsinghuaX+00701032X+sp,2017-03-06 18:58:00
444663,U_57540,C_course-v1:TsinghuaX+30240243X+sp,2017-03-30 08:12:00
444724,U_721933,C_course-v1:TsinghuaX+60240013X+sp,2017-02-26 19:54:00
444733,U_721933,C_course-v1:TsinghuaX+34100325_X+sp,2017-03-25 02:02:00
444741,U_2783297,C_course-v1:MicrosoftX+Microsoft101+sp,2017-01-11 07:26:00
444775,U_7069338,C_course-v1:TsinghuaX+80150193X+sp,2017-05-31 23:21:00
444777,U_7069336,C_course-v1:TsinghuaX+30240184+sp,2017-05-31 23:33:00
444778,U_7069336,C_course-v1:MicrosoftX+Microsoft101+sp,2017-05-31 23:42:00
444800,U_6772689,C_course-v1:UQx+Think101x+sp,2017-04-01 21:41:00
444816,U_4440948,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-02-03 23:10:00
444817,U_4440948,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-01-17 23:57:00
444819,U_4440948,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-13 21:58:00
444820,U_1728054,C_course-v1:TsinghuaX+30150303X+sp,2017-04-11 05:01:00
444821,U_1728054,C_course-v1:TsinghuaX+30240243X+sp,2017-04-11 05:07:00
444822,U_1728054,C_course-v1:TsinghuaX+70660542X+2015_T2,2017-04-11 02:43:00
444868,U_6694400,C_course-v1:TsinghuaX+00690212X+sp,2017-03-08 15:32:00
444869,U_6694400,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-08 15:29:00
444874,U_3549981,C_course-v1:TsinghuaX+30150303X+sp,2017-02-04 10:19:00
444875,U_3549981,C_course-v1:AdelaideX+Wine101x+sp,2017-02-04 09:00:00
444967,U_6773811,C_course-v1:TsinghuaX+34100325_X+sp,2017-03-06 01:59:00
444968,U_6773811,C_course-v1:TsinghuaX+30240184+sp,2017-03-06 01:43:00
444970,U_6773811,C_course-v1:TsinghuaX+30240184_2X+sp,2017-03-06 01:43:00
444971,U_6773811,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-06 19:46:00
445027,U_7050772,C_course-v1:MITx+6_00_1x+sp,2017-05-22 08:44:00
445028,U_7050772,C_course-v1:TsinghuaX+30240243X+sp,2017-05-22 09:43:00
445048,U_5948263,C_course-v1:UST+UST001+sp,2017-02-09 21:57:00
445134,U_572829,C_course-v1:TsinghuaX+30240184+sp,2017-05-10 15:00:00
445149,U_5357044,C_course-v1:TsinghuaX+00740113_1X+sp,2017-06-05 13:00:00
445150,U_6269952,C_course-v1:HUBU+2017030501X+sp,2017-04-10 18:22:00
445177,U_6805657,C_course-v1:MITx+6_00_1x+sp,2017-03-08 23:45:00
445184,U_593839,C_course-v1:TsinghuaX+30240184+sp,2017-02-08 14:46:00
445185,U_593839,C_course-v1:TsinghuaX+30240184_2X+sp,2017-02-14 20:17:00
445221,U_708126,C_course-v1:NJU+C1026+2016_T2,2017-04-03 11:58:00
445222,U_708126,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-04-03 11:35:00
445224,U_708126,C_course-v1:UST+UST001+sp,2017-04-03 11:38:00
445225,U_708126,C_course-v1:TsinghuaX+34100325_X+sp,2017-04-03 12:26:00
445230,U_708126,C_course-v1:TsinghuaX+30240243X+sp,2017-04-03 11:37:00
445275,U_2835570,C_course-v1:MITx+6_00_1x+sp,2017-04-02 12:45:00
445277,U_318908,C_course-v1:TsinghuaX+30240184_2X+sp,2017-03-31 10:32:00
445281,U_6668079,C_course-v1:ZUELX+B0800280+sp,2017-04-15 22:39:00
445321,U_6321874,C_course-v1:WUT+1022817X+sp,2017-03-02 14:20:00
445339,U_6530325,C_course-v1:TsinghuaX+30240184+sp,2017-01-05 15:34:00
445340,U_6530325,C_course-v1:TsinghuaX+30240184_2X+sp,2017-01-05 15:36:00
445369,U_2055099,C_course-v1:UST+UST001+sp,2017-02-03 14:32:00
445370,U_2055099,C_course-v1:MITx+6_00_1x+sp,2017-01-29 11:25:00
445466,U_6933402,C_course-v1:TsinghuaX+30240184+sp,2017-04-10 21:43:00
445500,U_6356682,C_course-v1:MITx+6_00_1x+sp,2017-05-25 16:15:00
445501,U_2861015,C_course-v1:TsinghuaX+30240184+sp,2017-03-06 00:58:00
445537,U_637926,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-05-25 20:20:00
445546,U_4659813,C_course-v1:TsinghuaX+30240184+sp,2017-01-17 16:56:00
445553,U_501020,C_course-v1:TsinghuaX+00740043_2x_2015_T2+sp,2017-02-23 11:05:00
445592,U_496301,C_course-v1:TsinghuaX+30240184_2X+sp,2017-03-18 16:54:00
445664,U_4394925,C_course-v1:UQx+Think101x+sp,2017-01-12 16:36:00
445709,U_5467769,C_course-v1:TsinghuaX+30240184_2X+sp,2017-04-16 01:26:00
445710,U_5467769,C_course-v1:TsinghuaX+30240184+sp,2017-03-13 00:18:00
445716,U_126211,C_course-v1:TsinghuaX+10610193X+sp,2017-06-05 20:55:00
445723,U_126211,C_course-v1:TsinghuaX+00701032X+sp,2017-03-20 18:00:00
445751,U_4276164,C_course-v1:MITx+6_00_1x+sp,2017-03-01 12:41:00
445780,U_6729310,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-01 16:00:00
445781,U_6729310,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-16 14:21:00
445782,U_6729310,C_course-v1:MITx+6_00_1x+sp,2017-03-21 21:03:00
445885,U_1457042,C_course-v1:TsinghuaX+60240202X+sp,2017-03-02 16:32:00
445923,U_2589175,C_course-v1:TsinghuaX+30240243X+sp,2017-05-01 14:20:00
445925,U_2465915,C_course-v1:TsinghuaX+70167012X+sp,2017-01-04 01:12:00
445962,U_6845258,C_course-v1:TsinghuaX+40050444X+sp,2017-03-16 20:40:00
445963,U_6845258,C_course-v1:TsinghuaX+30140393X+sp,2017-03-17 23:40:00
445970,U_4307225,C_course-v1:TsinghuaX+30240184+sp,2017-05-06 14:51:00
445971,U_4307225,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-02-20 15:12:00
445979,U_6499473,C_course-v1:TsinghuaX+20440333X+sp,2017-02-18 18:15:00
445980,U_6499473,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-08 18:37:00
446008,U_6855311,C_course-v1:MITx+6_00_1x+sp,2017-03-20 22:15:00
446009,U_6855311,C_course-v1:TsinghuaX+30240184+sp,2017-03-20 22:28:00
446010,U_6855311,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-19 18:24:00
446029,U_5225319,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-02-05 13:17:00
446039,U_329203,C_course-v1:MITx+6_00_1x+sp,2017-02-14 23:01:00
446049,U_6726054,C_course-v1:TsinghuaX+00740123_X+sp,2017-06-01 22:33:00
446050,U_6726054,C_course-v1:TsinghuaX+30240184+sp,2017-02-28 21:01:00
446061,U_4734204,C_course-v1:UQx+BIOIMG101x+sp,2017-02-13 16:15:00
446069,U_2753479,C_course-v1:TsinghuaX+20120143X+sp,2017-05-06 18:51:00
446080,U_4266420,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-04-05 15:58:00
446094,U_35845,C_course-v1:MITx+6_00_1x+sp,2017-01-22 09:18:00
446101,U_102379,C_course-v1:TsinghuaX+00040132X+sp,2017-01-12 23:30:00
446116,U_6617763,C_course-v1:TsinghuaX+30240243X+sp,2017-05-27 12:09:00
446117,U_6617763,C_course-v1:TsinghuaX+30240184+sp,2017-01-29 06:29:00
446128,U_68652,C_course-v1:TsinghuaX+00040132X+sp,2017-04-29 20:32:00
446129,U_68652,C_course-v1:TsinghuaX+80590952X+sp,2017-04-28 20:53:00
446131,U_68654,C_course-v1:RiceX+AdvBIO_1x+sp,2017-02-03 21:04:00
446243,U_6674440,C_course-v1:MITx+6_00_1x+sp,2017-02-16 19:32:00
446244,U_6674440,C_course-v1:TsinghuaX+00040132X+sp,2017-02-19 23:11:00
446245,U_6674440,C_course-v1:TsinghuaX+70660542X+2015_T2,2017-02-16 19:54:00
446274,U_4440642,C_course-v1:TsinghuaX+00740123_X+sp,2017-01-11 06:15:00
446285,U_4497413,C_course-v1:MITx+15_390_2x+sp,2017-02-09 22:07:00
446289,U_406914,C_course-v1:TsinghuaX+00310222X+sp,2017-01-05 12:26:00
446292,U_406914,C_course-v1:MITx+15_390_2x+sp,2017-03-10 10:47:00
446321,U_2653726,C_course-v1:TsinghuaX+20430064X+sp,2017-02-18 07:39:00
446337,U_7044637,C_course-v1:TsinghuaX+80000822X+sp,2017-05-20 09:28:00
446338,U_7044637,C_course-v1:TsinghuaX+80515522X+sp,2017-06-03 15:12:00
446357,U_159522,C_course-v1:PekingX+Peking001x+_,2017-02-10 13:53:00
446361,U_159522,C_course-v1:AdelaideX+Wine101x+sp,2017-02-10 15:05:00
446369,U_7036833,C_course-v1:UQx+Think101x+sp,2017-06-07 23:52:00
446373,U_7036833,C_course-v1:ZUELX+B0800280+sp,2017-05-21 23:12:00
446378,U_7036833,C_course-v1:TsinghuaX+80590952X+sp,2017-05-16 23:55:00
446402,U_532211,C_course-v1:MITx+15_390_2x+sp,2017-05-03 00:21:00
446491,U_3646,C_course-v1:AdelaideX+Wine101x+sp,2017-04-08 17:14:00
446492,U_3646,C_course-v1:TsinghuaX+00690212X+sp,2017-05-22 14:35:00
446520,U_4806352,C_course-v1:TsinghuaX+34100325_X+sp,2017-03-02 11:21:00
446523,U_6726996,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-01 00:01:00
446524,U_6726996,C_course-v1:TsinghuaX+20120143X+sp,2017-03-03 12:43:00
446525,U_6726996,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-03 12:44:00
446527,U_6726996,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-05-16 22:41:00
446556,U_5305276,C_course-v1:TsinghuaX+70150023X+sp,2017-02-22 15:24:00
446560,U_5305271,C_course-v1:TsinghuaX+30240184_2X+sp,2017-02-23 00:26:00
446561,U_5305271,C_course-v1:MITx+6_00_1x+sp,2017-03-13 00:30:00
446576,U_6767269,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-07 21:30:00
446583,U_6767269,C_course-v1:MITx+6_00_1x+sp,2017-03-07 19:50:00
446584,U_6767269,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-07 21:28:00
446610,U_237859,C_course-v1:MITx+6_00_1x+sp,2017-04-21 20:03:00
446675,U_6766079,C_course-v1:TsinghuaX+20440333X+sp,2017-03-04 01:05:00
446676,U_6766079,C_course-v1:TsinghuaX+20120143X+sp,2017-03-07 18:09:00
446682,U_6878767,C_course-v1:UQx+Crime101x+sp,2017-05-05 19:46:00
446703,U_26,C_course-v1:TsinghuaX+80000901X_1+sp,2017-06-01 17:02:00
446752,U_6312945,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-04 15:31:00
446769,U_1924275,C_course-v1:BIT+PHY1701601+sp,2017-02-13 17:46:00
446783,U_6573881,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-15 21:18:00
446786,U_6573881,C_course-v1:TsinghuaX+30240184+sp,2017-03-10 00:53:00
446789,U_6824754,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-12 08:13:00
446847,U_6780065,C_course-v1:TsinghuaX+34100325_X+sp,2017-03-07 08:27:00
446848,U_6780065,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-07 14:43:00
446913,U_2601675,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-14 17:28:00
446918,U_710539,C_course-v1:TsinghuaX+00740123_X+sp,2017-02-26 19:38:00
446924,U_710534,C_course-v1:BIT+PHY1701702+sp,2017-05-05 21:49:00
446952,U_5304721,C_course-v1:TsinghuaX+00740123_X+sp,2017-05-17 10:33:00
446958,U_6240684,C_course-v1:UST+UST001+sp,2017-02-19 11:13:00
446959,U_6240684,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-02-19 11:13:00
446967,U_6108844,C_course-v1:TsinghuaX+34100325_X+sp,2017-05-11 11:55:00
446980,U_1471778,C_course-v1:UQx+Think101x+sp,2017-03-24 16:36:00
446987,U_6609610,C_course-v1:Tsinghuax+30130123X+sp,2017-01-25 19:04:00
446988,U_6609610,C_course-v1:TsinghuaX+20220053X_2015_T2+sp,2017-02-06 06:07:00
446989,U_6609610,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-02-01 17:57:00
447018,U_3782025,C_course-v1:TsinghuaX+30240243X+sp,2017-06-01 12:20:00
447019,U_3782025,C_course-v1:MITx+6_00_1x+sp,2017-03-16 21:12:00
447033,U_6690950,C_course-v1:TsinghuaX+34100325_X+sp,2017-03-07 16:42:00
447034,U_6690950,C_course-v1:WUT+1022817X+sp,2017-02-20 22:26:00
447143,U_560158,C_course-v1:TsinghuaX+30240243X+sp,2017-03-24 22:55:00
447149,U_560158,C_course-v1:ZUELX+B0800280+sp,2017-05-04 19:49:00
447150,U_560158,C_course-v1:UST+UST001+sp,2017-03-21 21:46:00
447158,U_6066920,C_course-v1:TsinghuaX+30240243X+sp,2017-02-28 22:19:00
447159,U_6066920,C_course-v1:TsinghuaX+34100325_X+sp,2017-04-02 20:08:00
447160,U_6066920,C_course-v1:TsinghuaX+60240202X+sp,2017-02-28 22:18:00
447207,U_6832270,C_course-v1:TsinghuaX+30240243X+sp,2017-05-19 15:02:00
447208,U_6832270,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-04-12 20:48:00
447245,U_768491,C_course-v1:UQx+Think101x+sp,2017-02-14 10:35:00
447246,U_768491,C_course-v1:TsinghuaX+20440333X+sp,2017-03-22 12:51:00
447248,U_768491,C_course-v1:TsinghuaX+20120143X+sp,2017-02-14 10:36:00
447274,U_445755,C_course-v1:UST+UST001+sp,2017-02-19 22:27:00
447297,U_6739525,C_course-v1:BIT+PHY1701601+sp,2017-03-20 21:57:00
447300,U_1507801,C_course-v1:JXUST+JXUST2016001+2016_T2,2017-04-24 15:38:00
447302,U_1507801,C_course-v1:TsinghuaX+00740113_1X+sp,2017-01-03 21:59:00
447303,U_1507801,C_course-v1:TsinghuaX+00740113_2X+sp,2017-01-03 21:59:00
447309,U_4587374,C_course-v1:TsinghuaX+60240013X+sp,2017-03-11 19:55:00
447315,U_210821,C_course-v1:PekingX+Peking001x+_,2017-05-17 09:28:00
447338,U_7040325,C_course-v1:TsinghuaX+30240243X+sp,2017-05-16 20:44:00
447344,U_6555378,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-01-11 14:13:00
447345,U_6555378,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-01-13 14:44:00
447366,U_344259,C_course-v1:UST+UST001+sp,2017-02-16 18:24:00
447391,U_321646,C_course-v1:TsinghuaX+30040323X+sp,2017-05-25 20:08:00
447403,U_123246,C_course-v1:TsinghuaX+80150193X+sp,2017-05-17 23:08:00
447404,U_123246,C_course-v1:TsinghuaX+20120143X+sp,2017-05-24 20:52:00
447405,U_123246,C_course-v1:Tsinghuax+30130123X+sp,2017-05-30 06:21:00
447408,U_123246,C_course-v1:TsinghuaX+70150023X+sp,2017-04-09 14:06:00
447410,U_123246,C_course-v1:TsinghuaX+30150153X+sp,2017-04-09 13:52:00
447411,U_123246,C_course-v1:TsinghuaX+30150303X+sp,2017-04-09 14:04:00
447416,U_123243,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-02-24 11:30:00
447479,U_3110439,C_course-v1:TsinghuaX+00740123_X+sp,2017-01-13 21:15:00
447514,U_7015789,C_course-v1:MITx+6_00_1x+sp,2017-05-12 16:02:00
447515,U_7015789,C_course-v1:MITx+15_390_2x+sp,2017-05-07 13:32:00
447516,U_7015789,C_course-v1:TsinghuaX+20120143X+sp,2017-05-13 15:57:00
447517,U_7015789,C_course-v1:TsinghuaX+00740123_X+sp,2017-05-07 13:35:00
447518,U_7015789,C_course-v1:TsinghuaX+81020142X+sp,2017-05-13 18:14:00
447519,U_7015789,C_course-v1:TsinghuaX+60240202X+sp,2017-05-13 16:39:00
447520,U_7015789,C_course-v1:TsinghuaX+20440333X+sp,2017-05-13 15:39:00
447524,U_7015784,C_course-v1:TsinghuaX+34100325_X+sp,2017-05-07 12:41:00
447540,U_7038172,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-05-16 11:11:00
447551,U_6774064,C_course-v1:TsinghuaX+20440333X+sp,2017-03-06 08:55:00
447554,U_6774068,C_course-v1:MITx+6_00_1x+sp,2017-03-06 08:59:00
447555,U_6774068,C_course-v1:TsinghuaX+30240184+sp,2017-03-06 17:16:00
447556,U_6774068,C_course-v1:TsinghuaX+00740123_X+sp,2017-03-06 09:04:00
447557,U_6774068,C_course-v1:UST+UST001+sp,2017-03-06 14:26:00
447567,U_6230543,C_course-v1:TsinghuaX+30240184+sp,2017-02-24 21:57:00
447581,U_6176327,C_course-v1:TsinghuaX+01030132X+sp,2017-02-18 00:54:00
447585,U_6176327,C_course-v1:TsinghuaX+10610193X+sp,2017-06-04 14:27:00
447604,U_2624523,C_course-v1:TsinghuaX+30240243X+sp,2017-05-08 23:55:00
447606,U_2744201,C_course-v1:TsinghuaX+00740123_X+sp,2017-01-15 23:22:00
447660,U_651033,C_course-v1:TsinghuaX+30260112X+sp,2017-02-27 20:41:00
447707,U_6897230,C_course-v1:TsinghuaX+30240184+sp,2017-03-31 00:51:00
447716,U_5523306,C_course-v1:TsinghuaX+30240243X+sp,2017-03-12 17:18:00
447735,U_7028478,C_course-v1:UST+UST001+sp,2017-05-11 18:47:00
447736,U_695335,C_course-v1:TsinghuaX+30240184+sp,2017-03-26 21:43:00
447737,U_695335,C_course-v1:TsinghuaX+30240184_2X+sp,2017-05-04 13:46:00
447738,U_695335,C_course-v1:WUT+1022817X+sp,2017-04-08 23:50:00
447739,U_695335,C_course-v1:TsinghuaX+00740123_X+sp,2017-01-16 17:05:00
447740,U_695335,C_course-v1:TsinghuaX+30240243X+sp,2017-01-16 17:29:00
447793,U_3055546,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-08 15:44:00
447794,U_3055546,C_course-v1:WUT+1022817X+sp,2017-05-28 21:10:00
447797,U_3055546,C_course-v1:TsinghuaX+00740123_X+sp,2017-05-24 18:02:00
447798,U_3055546,C_course-v1:Tsinghua+20150001+sp,2017-05-29 12:30:00
447826,U_3189621,C_course-v1:UQx+Think101x+sp,2017-06-07 06:53:00
447868,U_519781,C_course-v1:WUT+1022817X+sp,2017-05-06 17:37:00
447870,U_519781,C_course-v1:MITx+6_00_1x+sp,2017-04-21 11:29:00
447871,U_519781,C_course-v1:TsinghuaX+60240013X+sp,2017-03-15 08:20:00
447872,U_519781,C_course-v1:TsinghuaX+30240184+sp,2017-03-20 18:24:00
447900,U_25686,C_course-v1:UQx+Crime101x+sp,2017-03-11 19:47:00
447921,U_3019481,C_course-v1:Tsinghuax+30130123X+sp,2017-02-07 21:25:00
447922,U_4441989,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-01-17 21:03:00
447984,U_6092670,C_course-v1:TsinghuaX+30240184+sp,2017-04-08 00:21:00
447986,U_6092670,C_course-v1:NBCC+NBCC000201+_sp,2017-04-08 00:45:00
448037,U_5315849,C_course-v1:MITx+6_00_1x+sp,2017-03-30 12:56:00
448053,U_3823686,C_course-v1:TsinghuaX+20330334X_2015_2+sp,2017-02-27 21:51:00
448084,U_45509,C_course-v1:TsinghuaX+30240184_2X+sp,2017-02-25 21:18:00
448088,U_45502,C_course-v1:TsinghuaX+JWWCD001+2015_T2,2017-03-05 09:31:00
448093,U_45502,C_course-v1:Tsinghua+20150001+sp,2017-03-10 06:35:00
448098,U_45502,C_course-v1:TsinghuaX+01030132X+sp,2017-01-12 16:25:00
448103,U_45502,C_course-v1:TsinghuaX+60610231+2016_T2_SP,2017-03-08 13:41:00
448144,U_1005453,C_course-v1:TsinghuaX+00690212X+sp,2017-05-14 18:51:00
448176,U_4355194,C_course-v1:UST+UST001+sp,2017-04-10 17:13:00
448177,U_4355194,C_course-v1:MicrosoftX+Microsoft101+sp,2017-03-04 12:10:00
448182,U_5432938,C_course-v1:MITx+6_00_1x+sp,2017-04-01 17:46:00
448200,U_4300891,C_course-v1:TsinghuaX+20440333X+sp,2017-05-01 15:46:00
448216,U_449627,C_course-v1:TsinghuaX+40050455X+sp,2017-02-19 18:26:00
448217,U_449627,C_course-v1:TsinghuaX+40050455_2X+sp,2017-02-19 18:26:00
448218,U_449626,C_course-v1:TsinghuaX+00690212X+sp,2017-02-15 20:55:00
448232,U_6974216,C_course-v1:TsinghuaX+30260112X+sp,2017-04-21 20:54:00
448253,U_4389315,C_course-v1:BJUT+2140074001x+sp,2017-01-08 10:13:00
448256,U_4389315,C_course-v1:UQx+Think101x+sp,2017-01-29 13:33:00
448258,U_4389315,C_course-v1:TsinghuaX+30240243X+sp,2017-01-08 10:16:00
448268,U_6803370,C_course-v1:TsinghuaX+30240243X+sp,2017-03-07 14:58:00
448269,U_6803370,C_course-v1:TsinghuaX+00740043X_2015_T2+sp,2017-03-09 10:21:00
448270,U_6803370,C_course-v1:NJU+C1026+2016_T2,2017-03-07 14:54:00
448289,U_419654,C_course-v1:MITx+6_00_1x+sp,2017-03-15 20:20:00
448366,U_7031317,C_course-v1:TsinghuaX+60240013X+sp,2017-05-12 22:32:00
448367,U_7031317,C_course-v1:MITx+6_00_1x+sp,2017-06-04 22:19:00
448379,U_4486722,C_course-v1:TsinghuaX+20440333X+sp,2017-02-25 22:45:00
448414,U_7071844,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-06-02 10:59:00
448424,U_522091,C_course-v1:TsinghuaX+30240184+sp,2017-02-20 13:44:00
448437,U_6472310,C_course-v1:TsinghuaX+20440333X+sp,2017-03-25 14:43:00
448438,U_6472310,C_course-v1:BIT+PHY17016+sp,2017-05-03 14:16:00
448439,U_6472310,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-05-03 13:59:00
448451,U_580539,C_course-v1:TsinghuaX+30240184+sp,2017-03-16 17:25:00
448456,U_676629,C_course-v1:AdelaideX+Wine101x+sp,2017-05-28 21:34:00
448457,U_676629,C_course-v1:TsinghuaX+00310222X+sp,2017-05-29 13:57:00
448509,U_276728,C_course-v1:UST+UST001+sp,2017-02-17 11:40:00
448511,U_276728,C_course-v1:TsinghuaX+30240184+sp,2017-02-09 09:37:00
448516,U_120598,C_course-v1:MITx+6_00_1x+sp,2017-05-24 22:41:00
448517,U_120598,C_course-v1:TsinghuaX+30240184+sp,2017-05-16 10:35:00
448527,U_6889037,C_course-v1:TsinghuaX+30240184+sp,2017-03-28 22:29:00
448528,U_6889037,C_course-v1:TsinghuaX+30240243X+sp,2017-03-28 22:29:00
448538,U_6341798,C_course-v1:TsinghuaX+MOOC101_2015_2+sp,2017-02-24 16:33:00
448541,U_6341798,C_course-v1:MITx+6_00_1x+sp,2017-04-26 13:35:00
448562,U_6600681,C_course-v1:MITx+6_00_1x+sp,2017-01-22 18:58:00
448605,U_6933307,C_course-v1:TsinghuaX+70150023X+sp,2017-05-11 22:45:00
448617,U_6826906,C_course-v1:TsinghuaX+10430494X_2015_2+sp,2017-03-12 19:00:00
448618,U_6826906,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-03-12 18:51:00
448663,U_4602326,C_course-v1:TsinghuaX+10430484X_2015_2+sp,2017-04-04 18:42:00
